row_id,noisy,prediction,clean,cer_noisy,cer_prediction,cer_improvement,wer_noisy,wer_prediction,wer_improvement,noisy_len,prediction_len,clean_len
694,چونکه اونلر خ ايلص پولونكىللر ط رقندن اولدی غی قد زمىن ایله پولونيىليلشمش اولىن کندی عرقداشلزنجه دح انواع تضى يقات وتغذيبىتة معروص قثكليثوردی.,چونکه اونلر خايلص پولونياللر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دح انواع تضى يقات وتعديبيته معروص قنكليوردی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.,0.15827338129496402,0.07913669064748201,0.07913669064748201,0.9473684210526315,0.42105263157894735,0.5263157894736842,142,139,139
369,آوسترإیاخاندانامپراطوریشی (هابسبورغ)لره فارشو هرب آچذیغنن ا ورایناذە ک ی نفوذندن واز کچمکة مجبور اودی.,آوستری اخاندان امپراطوریسی (هابسبورغ)لره فارشو هرب آچدیغنن اوراینادەکی نفوذندن واز کچمکه مجبور اودی.,آوستریاخاندان ایمپراطوریسی (هابسبورغ)لره قارشو حرب آچدیغندن اوقراینادەکی نفوذندن واز کچمکه مجبور اولدی.,0.14563106796116504,0.06796116504854369,0.07766990291262135,0.9166666666666666,0.6666666666666666,0.25,102,100,103
80,ه ر شيئك قيمتي اساسلی بر صورندەده کیشذی.,هر شيئك قيمتى اساسلی بر صورندەده کیشدی.,هر شيئك قيمتى اساسلی بر صورندەده کیشدی.,0.07692307692307693,0.0,0.07692307692307693,0.5714285714285714,0.0,0.5714285714285714,40,39,39
84,هر شيئك قىمتي ىساسلی تر صوزندەده کیشذی.,هر شيئك قامتي اساسلی تر صورندەده کیشدی.,هر شيئك قيمتى اساسلی بر صورندەده کیشدی.,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.7142857142857143,0.2857142857142857,0.4285714285714286,39,39,39
93,هر شيئك قيمت اساسلی ر صهوأزندەده کیشدی.ي,هر شيئك قيمت اساسلی ر صهورندەده کیشدی.,هر شيئك قيمتى اساسلی بر صورندەده کیشدی.,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.5714285714285714,0.42857142857142855,0.14285714285714285,40,38,39
445,مع ما فييه بوهه تمنكوو ع وفاتیاوزر ینه قزاقلر آرشنذة پولىونيا حاكميتتنه قازو یکدن قامصلرك باش كوسترمش و بونلر ١٦٢٥ و١٦٣٠ سنەلرنثده غایت شدتلی محارباته بادي اول مشـدر.,مع مافيه بوهه تمنك ووع وفاتی اوزرینه قزاقلر آرسنده پولاونيا حاكميتنه قارو یکدن قامصلرك باش كوسترمش و بونلر ١٦٢٥ و١٦٣٠ سنەلرننده غایت شدتلی محارباته بادي اولمشـدر.,مع مافيه بوهه تمانك وقوع وفاتی اوزرینه قزاقلر آرەسنده پولونيا حاكميتنه قارشو یکدن قاملر باش كوسترمش و بونلر ١٦٢٥ و١٦٣٠ سنەلرنده غایت شدتلی محارباته بادى اولمشـدر.,0.12962962962962962,0.05555555555555555,0.07407407407407407,0.5769230769230769,0.3076923076923077,0.26923076923076916,166,162,162
280,مستقل بر اوقراينا حكومتنك عقإ ب تشکلنده ززاعته عائد اموجر وخ صوصـاندهاوقراينا كويليلرينك نادفغنهاك موىفق بر طأرزدع ه اصلاحات اساسیهاجراستنه نسبث اولضنەجقدر,مستقل بر اوقراينا حكومتنك عقب تشکلنده ززاعته عائد اموجر وخصوصـانده اوقراينا كويليلرينك نادفغنه اك موافق بر طرزده اصلاحات اساسیه اجراستنه نسبت اولنەجقدر.,مستقل بر اوقراينا حكومتنك عقب تشکلنده زراعته عائد امور وخصوصـانده اوقراينا كويليلرينك منافعنه اك موافق بر طرزده اصلاحات اساسیه اجراسته تشبث اولنەجقدر.,0.13333333333333333,0.06,0.07333333333333333,0.6818181818181818,0.22727272727272727,0.4545454545454545,155,152,150
101,وقعا، قوليش قونیسکی، آنطونووبیچ و سائرەکحی اوق زايسنا جماعت جادملزينك غىليچا اوراینالیلزیل ه اولان مناباتى دراغوماثوفدن دها اول باشلامشذی؛,وقعا، قوليش قونیسکی، آنطونووبیچ و سائرەکی اوقراينا جماعت جادملرينك غاليچا اوراینالیلریله اولان مناباتى دراغومانوفدن دها اول باشلامشدی؛,واقعا، قوليش قونیسکی، آنطونوویچ و سائرەکی اوقراينا جماعت خادملرينك غاليچيا اوقراینالیلریله اولان مناسباتى دراغومانوفدن دها اول باشلامشدی؛,0.11678832116788321,0.043795620437956206,0.072992700729927,0.7058823529411765,0.35294117647058826,0.35294117647058826,138,134,137
663,او تىريخدن اول اقوىم مذکزه آجق (اوقايا) نكد جسيماورمانلر ايله مستور حوالی شمالیەسنده س اکن بولنمتقدة ايدي لر.,او تاريخدن اولك اقوام مذکزه آجق (اوقراينا) نك جسيم اورمانلر ايله مستور حوالی شمالیەسنده ساکن بولنمتقده ايديلر.,او تاريخدن اول اقوام مذکوره آنجق (اوقراينا) نك جسيم اورمانلر ايله مستور حوالی شمالیەسنده ساکن بولنمتقده ايديلر.,0.10810810810810811,0.036036036036036036,0.07207207207207209,0.7647058823529411,0.17647058823529413,0.588235294117647,109,110,111
662,ىو تاريخذن اول ىقوام مذکوريه آنجق (اوقرىينا) ك جسيم اورمانلر ايىلة مستور حو الی شمالیەسند ساكن بولمتقده ىيديلر .,او تاريخدن اولك اقوام مذکوريه آنجق (اوقراينا) ك جسيم اورمانلر اياله مستور حوالی شمالیەسنده ساكن بولمتقده ايديلر.,او تاريخدن اول اقوام مذکوره آنجق (اوقراينا) نك جسيم اورمانلر ايله مستور حوالی شمالیەسنده ساکن بولنمتقده ايديلر.,0.12612612612612611,0.05405405405405406,0.07207207207207206,0.8235294117647058,0.35294117647058826,0.4705882352941176,112,112,111
746,هیئت اسضتخلاصة، كندیمؤكللرينه مؤث ر بر معاونت ابرازايده ب کلمك ايچو ن روس او قرایناسنة هم ملی، هم سیاسی بز تشکیلات وجوده كتیيردی.,هیئت استخلاصه، كندی مؤكللرينه مؤثر بر معاونت ابرازايده بيلمك ايچون روس او قرایناسنه هم ملی، هم سیاسی بر تشکیلات وجوده کتیردی.,هیئت استخلاصه، کندی مؤكللرينه مؤثر بر معاونت ابرازايده بيلمك ايچون روس او قرایناسنده هم ملی، هم سیاسی بر تشکیلات وجوده كتیردی.,0.09523809523809523,0.023809523809523808,0.07142857142857142,0.5238095238095238,0.14285714285714285,0.380952380952381,129,125,126
635,حكومتك اکبکنج دومایی ذایتدقدن صكرةغ كوزك ونفى جزال رينه محکم ایدیلن اوقراينا مبعوثلری حالا سيبريادة چورومکدەتدزلر.,حكومتك ايبينج دومایی دایتدقدن صكره كورك ونفى جزالرينه محکم ایدیلن اوقراينا مبعوثلری حالا سيبرياده چورومکدەتدرلر.,حكومتك ايكنجی دومایی داغیتدقدن صكره كورك ونفى جزالرينه محکوم ایدیلن اوقراينا مبعوثلری حالا سيبرياده چورومکدەدرلر.,0.12389380530973451,0.05309734513274336,0.07079646017699115,0.6,0.26666666666666666,0.3333333333333333,114,112,113
368,اوستریاخىندان ایمپراطوریسی (هابسبورغ)لرة قارشو حرب آچدیغندن اوقرای نادەكینفوذندن و از كچمکه منجثوز اولدی.,اوستریاخاندان ایمپراطوریسی (هابسبورغ)لره قارشو حرب آچدیغندن اوقراینادەکی نفوذندن و از کچمکه منجور اولدی.,آوستریاخاندان ایمپراطوریسی (هابسبورغ)لره قارشو حرب آچدیغندن اوقراینادەکی نفوذندن واز کچمکه مجبور اولدی.,0.10679611650485436,0.038834951456310676,0.06796116504854369,0.6666666666666666,0.3333333333333333,0.3333333333333333,105,104,103
211,روسيەن يقين بر آتیده ار چه لبمسنی شدتثله آزز یدن بر چوق اوقراکناليلر كرك ١٨٦٣ شنەسندەكی پولون یا اختلالته وكرك روس اختلالكار فقة لريك ترتيبات ويشكيلاتشنةض فع لاً اشتراک ايلديلر.,روسيەنك يقين بر آتیده ارچه لبمسنی شدتله آرزیدن بر چوق اوقرايناليلر كرك ١٨٦٣ سنەسندەکی پولونیا اختلالته وكرك روس اختلالكار فقه لريك ترتيبات ويشكيلاتشنه فعلاً اشتراك ايلديلر.,روسيەنك يقين بر آتیده پارچه لنمسنی شدتله آرزو ایدن بر چوق اوقرايناليلر كرك ١٨٦٣ سنەسندەکی پولونیا اختلالته وكرك روس اختلالكار فرقه لرينك ترتيبات وتشكيلاتنه فعلاً اشتراك ايلديلر.,0.11864406779661017,0.05084745762711865,0.06779661016949153,0.6296296296296297,0.25925925925925924,0.3703703703703704,177,172,177
736,بو اراضی داخلنده ٨٩ ٧ ده ت قریبىً اوي آلثی ميليونا نفوس بولنمقذه ایدی که ىون بر میلیون ی اوقرايناليدر. ديمك كه اوقزاکناليلز او طرقدغة عموم نفوسکك يوزده آلتمش سکسری نی تشکیل ايديورلز.,بو اراضی داخلنده ٨٩٧ ده تقریبى اون آلتی ميليونا نفوس بولنمقده ایدی که اون بر میلیونی اوقرايناليدر. ديمك كه اوقرايناليلر او طرقده عموم نفوسكه يوزده آلتمش سکسری نی تشکیل ايديورلر.,بو اراضی داخلنده ١٨٩٧ ده تقریباً اون آلتی ميليونى نفوس بولنمقده ایدی که اون بر میلیونی اوقرايناليدر. ديمك كه اوقرايناليلر او طرفده عموم نفوسك يوزده آلتمش سکسزینی تشکیل ايدييورلر.,0.11797752808988764,0.05056179775280899,0.06741573033707865,0.5862068965517241,0.27586206896551724,0.31034482758620685,182,177,178
318,روس - آوستريا حدو دينك هىيک طرفندة واقع واوقصرىيناليلز ايله مشكون ىراضی اوزرنده قطعی میدىن متهارەلری احرا اولنان بر جدالكاه حالته کلدی.,روس - آوستريا حدودينك هايك طرفنده واقع واوقرايناليلر ايله مشكون اراضی اوزرنده قطعی میدان متهارەلری احرا اولنان بر جدالكاه حالته کلدی.,روس - آوستريا حدودينك هرايكى طرفنده واقع واوقرايناليلر ايله مسكون اراضی اوزرنده قطعی میدان محاربەلری اجرا اولنان بر جدالكاه حالته کلدی.,0.11851851851851852,0.05185185185185185,0.06666666666666668,0.47619047619047616,0.19047619047619047,0.2857142857142857,135,133,135
292,مستقل بر ىوقراينا حكومينك عقب تشکلنده زراعتة عائد امور وخضوصـانده اوقزاىتا كويلکلرينك منىفعنه اك موافق بر ظرده اصلاحات اساسیه اجزاسته تشبث ىلنەجقدر.ة,مستقل بر اوقراينا حكومينك عقب تشکلنده زراعته عائد امور وخوصـانده اوقراينا كويليلرينك منافعنه اك موافق بر ظرده اصلاحات اساسیه اجراسته تشبث النەجقدر.,مستقل بر اوقراينا حكومتنك عقب تشکلنده زراعته عائد امور وخصوصـانده اوقراينا كويليلرينك منافعنه اك موافق بر طرزده اصلاحات اساسیه اجراسته تشبث اولنەجقدر.,0.1,0.03333333333333333,0.06666666666666668,0.45454545454545453,0.18181818181818182,0.2727272727272727,149,147,150
512,اوقراينالي مكاتب عىليه طلبەسی. « ىوقخرابينستا غرومادا» نامتدەيی جمعیتق اطرافنده طوپل انمسلرذر.,اوقراينالي مكاتب عاليه طلبەسی. «اوقرابينستا غرومادا» نامتدەيی جمعیت اطرافنده طوپل انمسلردر.,اوقراينالى مكاتب عاليه طلبەسی. «اوقرابينستا غرومادا» نامندەکی جمعیت اطرافنده طوپلانمشلردر.,0.12222222222222222,0.05555555555555555,0.06666666666666667,0.8,0.4,0.4,94,91,90
303,روس - وستريا حودينك هزىيكى طرفندهث واقع واوقراينا ليلر يلة مسكون اراضی اوررنده قطعی میدان محازبەلری اجرا ىولن بر جدىلكاه حال ته كلدی .,روس - وستريا حودينك هزايكى طرفنده واقع واوقراينا ليلر يله مسكون اراضی اوررنده قطعی میدان محاربەلری اجرا اولن بر جدالكاه حالته کلدی.,روس - آوستريا حدودينك هرايكى طرفنده واقع واوقرايناليلر ايله مسكون اراضی اوزرنده قطعی میدان محاربەلری اجرا اولنان بر جدالكاه حالته کلدی.,0.1259259259259259,0.05925925925925926,0.06666666666666665,0.7142857142857143,0.38095238095238093,0.33333333333333337,134,131,135
115,واقعى قوليش قونیسسکی، آنطونوویچ و سائرەی اقرأاينا جماعت خادملرينک غاليچخيا اوقراین الیلریله اولان مناسباتى دزاغومانوفدن دها ىو ل بساشلامشدی؛,واقعى قوليش قونیسکی، آنطونوویچ و سائرەی اوقراينا جماعت خادملرينك غاليچيا اوقراینالیلریله اولان مناسباتى دراغومانوفدن دها اول بساشلامشدی؛,واقعا، قوليش قونیسکی، آنطونوویچ و سائرەکی اوقراينا جماعت خادملرينك غاليچيا اوقراینالیلریله اولان مناسباتى دراغومانوفدن دها اول باشلامشدی؛,0.0948905109489051,0.029197080291970802,0.06569343065693431,0.7058823529411765,0.17647058823529413,0.5294117647058824,140,136,137
766,کند حقوقمليەلرینی مدافعة وتفوسيع ايچون قزاقلربر قاچ ذفعه پولونيىلل ره تعرض و ةجوم ابتديلر.,کنده حقوق مليەلرینی مدافعه وتفوسيع ايچون قزاقلربر قاچ دفعه پولونياللره تعرض و هجوم ابتديلر.,کندی حقوق مليەلرینی مدافعه وتوسيع ايچون قزاقلر بر قاچ دفعه پولونياليلره تعرض و هجوم ابتديلر.,0.10869565217391304,0.043478260869565216,0.06521739130434782,0.7333333333333333,0.3333333333333333,0.39999999999999997,90,91,92
769,کندیظ حقوق ملكەلرینی مدافعه وتوس ىع ىيچون فزاقلر بري قاچ د فعه پ ولونياليلره تعر ض و هجوم ادبتدكلز.,کندی حقوق ملکەلرینی مدافعه وتوساع ايچون فراقلر برينقاچ دفعه پولونياليلره تعرض و هجوم ادبتديلر.,کندی حقوق مليەلرینی مدافعه وتوسيع ايچون قزاقلر بر قاچ دفعه پولونياليلره تعرض و هجوم ابتديلر.,0.14130434782608695,0.07608695652173914,0.06521739130434781,0.9333333333333333,0.4,0.5333333333333333,99,94,92
693,چإونکة اونلر حاصپوونيىيلر طرقنذن اودیغی قدر مظان ایله پولونيالىلشم اولان کنذی عرقداشلرنجه د حیانوا غ تضيقىت وتعذيىته معروض قيلينوردی.,چونکه اونلر حاصپوونياليلر طرقندن اودیغی قدر مظان ایله پولونياليلشم اولان کندی عرقداشلرنجه دحیانوا تضيقيت وتعدياته معروض قيلينوردی.,چونکه اونلر خالص پولونياليلر طرقندن اولدیغی قدر زمان ایله پولونياليلشمش اولان کندی عرقداشلرنجه دحی انواع تضييقات وتعذيباته معروض قيلينوردی.,0.16546762589928057,0.10071942446043165,0.06474820143884892,0.6842105263157895,0.47368421052631576,0.21052631578947373,133,130,139
413,مع مافيه پولونيانک غربى ا وقراينى اوزربدەکی حاکمیتی چوق سورم دی.,مع مافيه پولونيانك غربى اوقراينا اوزربدەکی حاکمیتی چوق سورمدی.,مع مافيه پولونيانك غربى اوقراينا اوزرندەکی حاکمیتی چوق سورمدی.,0.08064516129032258,0.016129032258064516,0.06451612903225806,0.6666666666666666,0.1111111111111111,0.5555555555555556,64,62,62
411,مع مافيهت پولونيانك غربى اوقزىينا اوررنآدەکی حاکمیت ی وق سورمذی.,مع مافيه پولونيانك غربى اوقراينا اوررندەکی حاکمیتی وقراسورمدی.,مع مافيه پولونيانك غربى اوقراينا اوزرندەکی حاکمیتی چوق سورمدی.,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.7777777777777778,0.3333333333333333,0.4444444444444445,64,62,62
409,مع مافكه پولونيا نك غربى اوقرخايا ازرندەکی حاکمیتی چوق سورمدی.ى,مع مافكه پولونيانك غربى اوقراينا ازرندەکی حاکمیتی چوق سورمدی.,مع مافيه پولونيانك غربى اوقراينا اوزرندەکی حاکمیتی چوق سورمدی.,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.6666666666666666,0.2222222222222222,0.4444444444444444,63,61,62
249,بويوک بر شهته مالك بولونان (ميقولالی ص ەنفو) بونلر میانندة درظ.,بويوك بر شهته مالك بولونان (ميقولالی صەنفو) بونلر میاننده در.,بويوك بر شهرته مالك بولونان (ميقولالی صەنقو) بونلر میاننده در.,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.6,0.2,0.39999999999999997,63,61,62
182,بوملوآك ىوقرايناليلرك عادات و آدابمعاشرتنة طوقنمق ويلة طورسوث بى لعيزس اوقرايناليلرك لسانى، قوانين ومدنيتبى بيلهقبول ابتدلر.,بوملوك اوقرايناليلرك عادات و آداب معاشرتنه طوقنمق ويله طورسون بى لعير اوقرايناليلرك لسانى، قوانين ومدنيتنى بيله قبول ابتدلر.,بوملوك اوقرايناليلرك عادات و آداب معاشرتنه طوقنمق شـويله طورسون بالعكس اوقرايناليلرك لسانى، قوانين ومدنيتنى بيله قبول ابتديلر.,0.11904761904761904,0.05555555555555555,0.06349206349206349,0.7058823529411765,0.23529411764705882,0.4705882352941177,124,124,126
191,بوملوك اوقراي ناليلركعا دات و آداب معاشرتنه طوقنمق شـويلهطورسون بالعكس اوقراىثباليلرك لسانى، قوانىن ومدنيتنى بىله قبو ابتد يلر.,بوملوك اوقرايناليلرك عادات و آداب معاشرتنه طوقنمق شـويله طورسون بالعكس اوقرايناليلرك لسانى، قوانان ومدنيتنى باله قبو ابتديلر.,بوملوك اوقرايناليلرك عادات و آداب معاشرتنه طوقنمق شـويله طورسون بالعكس اوقرايناليلرك لسانى، قوانين ومدنيتنى بيله قبول ابتديلر.,0.0873015873015873,0.023809523809523808,0.06349206349206349,0.6470588235294118,0.17647058823529413,0.47058823529411764,127,125,126
21,بالاده تعدادالنان اوقراينا فرقەلرندنبشقه «اوقزاك نا ترقييروران,بالاده تعدادالنان اوقراينا فرقەلرندن بشقه «اوقراينا ترقييروران,بالاده تعداداولنان اوقراينا فرقەلرندن بشقه «اوقراينا ترقييروران,0.07936507936507936,0.015873015873015872,0.06349206349206349,0.5714285714285714,0.14285714285714285,0.42857142857142855,62,62,63
186,بومل وك اورايتاليلزكصعاداتح و آاب معاشتنه طوقنم ق شـويله ظورشون بالعك اوقرطايناكليلرك لسانى، قوانين ومدنيتثى بيله قبول ابتدهيلر.,بوملوك اورايناليلرك صعادات و آاب معاشتنه طوقنمق شـويله ظورشون بالعك اوقرايناليلرك لسانى، قوانين ومدنيتنى بيله قبول ابتدهيلر.,بوملوك اوقرايناليلرك عادات و آداب معاشرتنه طوقنمق شـويله طورسون بالعكس اوقرايناليلرك لسانى، قوانين ومدنيتنى بيله قبول ابتديلر.,0.12698412698412698,0.06349206349206349,0.06349206349206349,0.7058823529411765,0.4117647058823529,0.2941176470588236,128,124,126
39,بىلادة تعداداولنان اوقراينا رقەلرندن بقشق ه «اوكقرينا ترقييروران,بالاده تعداد اولنان اوقراينا رقەلرندن بقشقه «اوقراينا ترقييروران,بالاده تعداداولنان اوقراينا فرقەلرندن بشقه «اوقراينا ترقييروران,0.1111111111111111,0.047619047619047616,0.06349206349206349,0.7142857142857143,0.5714285714285714,0.1428571428571429,64,64,63
266,هتى اوقزاینالیلر آره سنه صوك چاره ىولاق اوزره یکدن تر عصیىثه م راجعت ی خىطزدن كچيزه نلر ب يله اولدی. چاز طرفنـدن پ ایەلر وعنوانلر توجه يله اوقرایده یکی توهینزاداكىن ثسل خدیدی,هتى اوقراینالیلر آره سنه صوك چاره اولاق اوزره یکدن تر عصیاته مراجعتی خاطردن کچيره نلر بيله اولدی. چاز طرفنـدن پایەلر وعنوانلر توجه يله اوقرایناده یکی توهینزاديكان ثسل خدیدی.,حتى اوقراینالیلر آره سنده صوك چاره اولاق اوزره یکدن بر عصیانه مراجعتی خاطردن كچيره نلر بيله اولدی. چار طرقنـدن پایەلر وعنوانلر توجهيله اوقرایناده یکی تورهین زاداكان نسل جدیدی،,0.14285714285714285,0.08,0.06285714285714285,0.8571428571428571,0.4642857142857143,0.3928571428571428,174,173,175
209,روسيەن يقن بر آتیدة پارچه لنمسن شدتلهن آرزو ایدن برص چوق اوقرايناليلر كرك ١٨٦٣ سنەستدەکی پولونیااختلالته و كرك روس اختلالكار فرقه لرينك ترتيبات تشكىلاتنه فعلاً اشتزاكاىلدىلطر.,روسيەنك يقن بر آتیده پارچه لنمسنه شدتله آرزو ایدن بر چوق اوقرايناليلر كرك ١٨٦٣ سنەستدەکی پولونیا اختلالته و كرك روس اختلالكار فرقه لرينك ترتيبات تشكيلاتنه فعلاً اشتراك ايلديلر.,روسيەنك يقين بر آتیده پارچه لنمسنی شدتله آرزو ایدن بر چوق اوقرايناليلر كرك ١٨٦٣ سنەسندەکی پولونیا اختلالته وكرك روس اختلالكار فرقه لرينك ترتيبات وتشكيلاتنه فعلاً اشتراك ايلديلر.,0.0903954802259887,0.02824858757062147,0.06214689265536723,0.48148148148148145,0.2222222222222222,0.25925925925925924,175,176,177
637,حضكومتك ىيأكنجی ذومای داعیتدقدن صكره كوزك ونفى جزالري نه محکوم ایدیلن اوقرينا مبعو ثلری حال ا يبرىاده چورومکدەدرلر.,حكومتك ايأكنجی دومای داعیتدقدن صكره كورك ونفى جزالرينه محکوم ایدیلن اوقراينا مبعوثلری حال ايبراده چورومکدەدرلر.,حكومتك ايكنجی دومایی داغیتدقدن صكره كورك ونفى جزالرينه محکوم ایدیلن اوقراينا مبعوثلری حالا سيبرياده چورومکدەدرلر.,0.11504424778761062,0.05309734513274336,0.061946902654867256,0.8666666666666667,0.3333333333333333,0.5333333333333334,115,111,113
